,n,Epochs_1,lr1,DropOut,emb_size,Hidden,train_loss,val_loss,val_acc,pos_results,id_400,model
20,1.2,8.0,0.005,0.8,45.0,256.0,0.2735535502433777,0.2609081268310547,0.9667036507052134,0.47099301722668696,1428.0,21.0
21,1.2,8.0,0.005,0.8,55.0,16.0,0.5069953203201294,0.3510825037956238,0.946035129663861,0.3536055675367411,1266.0,22.0
22,1.2,8.0,0.005,0.8,55.0,64.0,0.3305686414241791,0.26758936047554016,0.9612239645530842,0.4472196320647115,1370.0,23.0
23,1.2,8.0,0.005,0.8,55.0,256.0,0.30790501832962036,0.2809579372406006,0.9656074236753756,0.41848157046029605,1262.0,24.0
24,1.2,8.0,0.005,0.8,65.0,16.0,0.5560478568077087,0.42029303312301636,0.9411513447620448,0.395774569988332,1440.0,25.0
25,1.2,8.0,0.005,0.8,65.0,64.0,0.31162506341934204,0.26308244466781616,0.9624697398703549,0.48314117460046935,1415.0,26.0
26,1.2,8.0,0.005,0.8,65.0,256.0,0.33891716599464417,0.2991834282875061,0.967903581212311,0.4135953498433342,1245.0,27.0
27,1.2,8.0,0.005,0.9,45.0,16.0,0.6701143980026245,0.6467704772949219,0.8528993682918607,0.25119513008508465,1426.0,28.0
28,1.2,8.0,0.005,0.9,45.0,64.0,0.4742666482925415,0.30834177136421204,0.9506384559796396,0.40092467257495706,1366.0,29.0
29,1.2,8.0,0.005,0.9,45.0,256.0,0.3182086944580078,0.27009931206703186,0.9622238219148462,0.46039390150372983,1415.0,30.0
30,1.2,8.0,0.005,0.9,55.0,16.0,0.6749284863471985,0.6442937254905701,0.8137954893770974,0.46798330427258544,1445.0,31.0
31,1.2,8.0,0.005,0.9,55.0,64.0,0.4428131580352783,0.3088267147541046,0.9481847231072785,0.42361553122173135,1396.0,32.0
32,1.2,8.0,0.005,0.9,55.0,256.0,0.36316990852355957,0.2963745892047882,0.9600937287182236,0.37433027813102243,1190.0,33.0
33,1.2,8.0,0.005,0.9,65.0,16.0,0.6907152533531189,0.6858208775520325,0.5196921638721054,0.4883370396711984,1445.0,34.0
34,1.2,8.0,0.005,0.9,65.0,64.0,0.42000195384025574,0.27666670083999634,0.9578619536948725,0.4633825973098051,1415.0,35.0
35,1.2,8.0,0.005,0.9,65.0,256.0,0.3608238101005554,0.32656529545783997,0.9618910204775554,0.3821048612294663,1212.0,36.0
36,1.2,10.0,0.01,0.8,45.0,16.0,0.5709143280982971,0.442893385887146,0.9059600144228106,0.2882724109167901,1136.0,37.0
37,1.2,10.0,0.01,0.8,45.0,64.0,0.4572114646434784,0.40118899941444397,0.9748786448864253,0.4810898927592852,1360.0,38.0
38,1.2,10.0,0.01,0.8,45.0,256.0,0.41482940316200256,0.3746863007545471,0.9789848012003189,0.4539581476067491,1380.0,39.0
39,1.2,10.0,0.01,0.8,55.0,16.0,0.4657333195209503,0.3168751001358032,0.9494963701078052,0.389748998715209,1296.0,40.0
40,1.2,10.0,0.01,0.8,55.0,64.0,0.40791991353034973,0.3626955449581146,0.9814826956982932,0.4500605523290114,1333.0,41.0
41,1.2,10.0,0.01,0.8,55.0,256.0,0.4261070191860199,0.4078398048877716,0.978560854198094,0.43722763742674725,1259.0,42.0
42,1.2,10.0,0.01,0.8,65.0,16.0,0.45880329608917236,0.3296951353549957,0.9469723927314404,0.4141918599315652,1425.0,43.0
43,1.2,10.0,0.01,0.8,65.0,64.0,0.3781939148902893,0.3514864146709442,0.9785875870802642,0.48109816851737747,1397.0,44.0
44,1.2,10.0,0.01,0.8,65.0,256.0,0.4190787672996521,0.3732532858848572,0.9815496971937372,0.42953417314524694,1262.0,45.0
45,1.2,10.0,0.01,0.9,45.0,16.0,0.6646339893341064,0.6232205629348755,0.8197130740785229,0.08838484036800084,303.0,46.0
46,1.2,10.0,0.01,0.9,45.0,64.0,0.4554789960384369,0.3424654006958008,0.9714178457189826,0.4327638901634831,1344.0,47.0
47,1.2,10.0,0.01,0.9,45.0,256.0,0.4381360709667206,0.4301859140396118,0.9755210449504007,0.45833184478938604,1355.0,48.0
48,1.2,10.0,0.01,0.9,55.0,16.0,0.6654285192489624,0.618121325969696,0.7618952635895903,0.2562537691571509,1271.0,49.0
49,1.2,10.0,0.01,0.9,55.0,64.0,0.41502678394317627,0.35217931866645813,0.9661644040757947,0.4416256292853678,1351.0,50.0
50,1.2,10.0,0.01,0.9,55.0,256.0,0.4376642107963562,0.408454030752182,0.9780551554568713,0.4199185206549812,1238.0,51.0
51,1.2,10.0,0.01,0.9,65.0,16.0,0.6803279519081116,0.6615238785743713,0.5702443057759509,0.040660002974356624,0.0,52.0
52,1.2,10.0,0.01,0.9,65.0,64.0,0.4168146550655365,0.2899560034275055,0.963871268820341,0.4673076418841853,1386.0,53.0
53,1.2,10.0,0.01,0.9,65.0,256.0,0.41566359996795654,0.39562466740608215,0.9792720527204894,0.41604608040431584,1265.0,54.0
54,1.2,10.0,0.005,0.8,45.0,16.0,0.5102912783622742,0.39367756247520447,0.910171209933208,0.32317939467336154,1235.0,55.0
55,1.2,10.0,0.005,0.8,45.0,64.0,0.3770000636577606,0.2855329215526581,0.9649342966865972,0.4333492566566593,1356.0,56.0
56,1.2,10.0,0.005,0.8,45.0,256.0,0.310177743434906,0.28818321228027344,0.9752084703434227,0.4527880291568887,1392.0,57.0
57,1.2,10.0,0.005,0.8,55.0,16.0,0.4701393246650696,0.3044074475765228,0.9557250962560657,0.38828976133041415,1311.0,58.0
58,1.2,10.0,0.005,0.8,55.0,64.0,0.3036092221736908,0.2590333819389343,0.9733650295613394,0.45509925993418726,1369.0,59.0
59,1.2,10.0,0.005,0.8,55.0,256.0,0.34876373410224915,0.32240208983421326,0.9756476999343969,0.416247238682696,1219.0,60.0
60,1.2,10.0,0.005,0.8,65.0,16.0,0.47662025690078735,0.3343588709831238,0.9472664438801353,0.4304119770704144,1431.0,61.0
61,1.2,10.0,0.005,0.8,65.0,64.0,0.3169945180416107,0.272713840007782,0.9686009072909142,0.48441883693642906,1413.0,62.0
62,1.2,10.0,0.005,0.8,65.0,256.0,0.36638811230659485,0.3258810043334961,0.9781433333142251,0.4089422434023362,1232.0,63.0
63,1.2,10.0,0.005,0.9,45.0,16.0,0.6709730625152588,0.6319469213485718,0.8422852237536353,0.23200446645122383,1416.0,64.0
64,1.2,10.0,0.005,0.9,45.0,64.0,0.44005411863327026,0.28279998898506165,0.9585564790516343,0.4144332908347208,1356.0,65.0
65,1.2,10.0,0.005,0.9,45.0,256.0,0.3386484980583191,0.30638808012008667,0.9695982630860375,0.46804393853979576,1409.0,66.0
66,1.2,10.0,0.005,0.9,55.0,16.0,0.656231701374054,0.5828648209571838,0.8747070138691254,0.2431475903614458,1307.0,67.0
67,1.2,10.0,0.005,0.9,55.0,64.0,0.41112905740737915,0.28474974632263184,0.9567307995000246,0.4192021759508109,1346.0,68.0
68,1.2,10.0,0.005,0.9,55.0,256.0,0.3782666027545929,0.3272560238838196,0.9709018342969545,0.4153734087601767,1241.0,69.0
69,1.2,10.0,0.005,0.9,65.0,16.0,0.6890591382980347,0.6810662150382996,0.532679733718247,0.05921466230810074,0.0,70.0
70,1.2,10.0,0.005,0.9,65.0,64.0,0.36117592453956604,0.25454869866371155,0.964225931967496,0.4805764680047721,1414.0,71.0
71,1.2,10.0,0.005,0.9,65.0,256.0,0.39355048537254333,0.3566085994243622,0.9716961511684915,0.4207723986260603,1262.0,72.0
